protein,relation,pathway
GNG7,associatedWith,R-HSA-418597
GNG8,associatedWith,R-HSA-418597
GNGT1,associatedWith,R-HSA-418597
GNGT2,associatedWith,R-HSA-418597
PRKCA,associatedWith,R-HSA-418597
PRKCB,associatedWith,R-HSA-418597
PRKCD,associatedWith,R-HSA-418597
PRKCE,associatedWith,R-HSA-418597
PRKCG,associatedWith,R-HSA-418597
PRKCH,associatedWith,R-HSA-418597
PRKCQ,associatedWith,R-HSA-418597
RGS16,associatedWith,R-HSA-418597
RGS17,associatedWith,R-HSA-418597
RGS19,associatedWith,R-HSA-418597
RGS20,associatedWith,R-HSA-418597
RGS4,associatedWith,R-HSA-418597
RGSL1,associatedWith,R-HSA-418597
ABLIM1,associatedWith,R-HSA-418885
ABLIM2,associatedWith,R-HSA-418885
ABLIM3,associatedWith,R-HSA-418885
CDC42,associatedWith,R-HSA-418885
DCC,associatedWith,R-HSA-418885
DOCK1,associatedWith,R-HSA-418885
FYN,associatedWith,R-HSA-418885
NCK1,associatedWith,R-HSA-418885
NTN1,associatedWith,R-HSA-418885
PTK2,associatedWith,R-HSA-418885
RAC1,associatedWith,R-HSA-418885
SRC,associatedWith,R-HSA-418885
TRIO,associatedWith,R-HSA-418885
WASL,associatedWith,R-HSA-418885
DCC,associatedWith,R-HSA-418886
NTN1,associatedWith,R-HSA-418886
PTPN11,associatedWith,R-HSA-418886
SRC,associatedWith,R-HSA-418886
UNC5A,associatedWith,R-HSA-418886
UNC5B,associatedWith,R-HSA-418886
UNC5C,associatedWith,R-HSA-418886
UNC5D,associatedWith,R-HSA-418886
APPL1,associatedWith,R-HSA-418889
CASP3,associatedWith,R-HSA-418889
CASP9,associatedWith,R-HSA-418889
DAPK1,associatedWith,R-HSA-418889
DAPK2,associatedWith,R-HSA-418889
DAPK3,associatedWith,R-HSA-418889
DCC,associatedWith,R-HSA-418889
MAGED1,associatedWith,R-HSA-418889
UNC5A,associatedWith,R-HSA-418889
UNC5B,associatedWith,R-HSA-418889
DCC,associatedWith,R-HSA-418890
NTN1,associatedWith,R-HSA-418890
PITPNA,associatedWith,R-HSA-418890
PLCG1,associatedWith,R-HSA-418890
TRPC1,associatedWith,R-HSA-418890
TRPC3,associatedWith,R-HSA-418890
TRPC4,associatedWith,R-HSA-418890
TRPC5,associatedWith,R-HSA-418890
TRPC6,associatedWith,R-HSA-418890
TRPC7,associatedWith,R-HSA-418890
AFDN,associatedWith,R-HSA-418990
ANG,associatedWith,R-HSA-418990
CADM1,associatedWith,R-HSA-418990
CADM2,associatedWith,R-HSA-418990
CADM3,associatedWith,R-HSA-418990
CDH1,associatedWith,R-HSA-418990
CDH10,associatedWith,R-HSA-418990
CDH11,associatedWith,R-HSA-418990
CDH12,associatedWith,R-HSA-418990
CDH13,associatedWith,R-HSA-418990
CDH15,associatedWith,R-HSA-418990
CDH17,associatedWith,R-HSA-418990
CDH18,associatedWith,R-HSA-418990
CDH2,associatedWith,R-HSA-418990
CDH24,associatedWith,R-HSA-418990
CDH3,associatedWith,R-HSA-418990
CDH4,associatedWith,R-HSA-418990
CDH5,associatedWith,R-HSA-418990
CDH6,associatedWith,R-HSA-418990
CDH7,associatedWith,R-HSA-418990
CDH8,associatedWith,R-HSA-418990
CDH9,associatedWith,R-HSA-418990
CTNNA1,associatedWith,R-HSA-418990
CTNNB1,associatedWith,R-HSA-418990
CTNND1,associatedWith,R-HSA-418990
JUP,associatedWith,R-HSA-418990
NECTIN1,associatedWith,R-HSA-418990
NECTIN2,associatedWith,R-HSA-418990
NECTIN3,associatedWith,R-HSA-418990
NECTIN4,associatedWith,R-HSA-418990
AGRN,associatedWith,R-HSA-419037
ARTN,associatedWith,R-HSA-419037
CACNA1C,associatedWith,R-HSA-419037
CACNA1D,associatedWith,R-HSA-419037
CACNA1G,associatedWith,R-HSA-419037
CACNA1H,associatedWith,R-HSA-419037
CACNA1I,associatedWith,R-HSA-419037
CACNA1S,associatedWith,R-HSA-419037
CACNB1,associatedWith,R-HSA-419037
CACNB2,associatedWith,R-HSA-419037
CACNB3,associatedWith,R-HSA-419037
CACNB4,associatedWith,R-HSA-419037
CNTN2,associatedWith,R-HSA-419037
COL4A1,associatedWith,R-HSA-419037
COL4A2,associatedWith,R-HSA-419037
COL4A3,associatedWith,R-HSA-419037
COL4A4,associatedWith,R-HSA-419037
COL4A5,associatedWith,R-HSA-419037
COL6A1,associatedWith,R-HSA-419037
COL6A2,associatedWith,R-HSA-419037
COL6A3,associatedWith,R-HSA-419037
COL6A5,associatedWith,R-HSA-419037
COL6A6,associatedWith,R-HSA-419037
COL9A1,associatedWith,R-HSA-419037
COL9A2,associatedWith,R-HSA-419037
COL9A3,associatedWith,R-HSA-419037
GDNF,associatedWith,R-HSA-419037
GFRA1,associatedWith,R-HSA-419037
GFRA2,associatedWith,R-HSA-419037
GFRA4,associatedWith,R-HSA-419037
NCAM1,associatedWith,R-HSA-419037
NCAN,associatedWith,R-HSA-419037
NRTN,associatedWith,R-HSA-419037
PRNP,associatedWith,R-HSA-419037
PSPN,associatedWith,R-HSA-419037
ST8SIA2,associatedWith,R-HSA-419037
ST8SIA4,associatedWith,R-HSA-419037
LPAR1,associatedWith,R-HSA-419408
LPAR2,associatedWith,R-HSA-419408
LPAR3,associatedWith,R-HSA-419408
LPAR5,associatedWith,R-HSA-419408
PLPPR1,associatedWith,R-HSA-419408
PLPPR2,associatedWith,R-HSA-419408
PLPPR3,associatedWith,R-HSA-419408
PLPPR4,associatedWith,R-HSA-419408
PLPPR5,associatedWith,R-HSA-419408
S1PR1,associatedWith,R-HSA-419408
S1PR2,associatedWith,R-HSA-419408
S1PR3,associatedWith,R-HSA-419408
S1PR4,associatedWith,R-HSA-419408
S1PR5,associatedWith,R-HSA-419408
OPN1LW,associatedWith,R-HSA-419771
OPN1MW,associatedWith,R-HSA-419771
OPN1SW,associatedWith,R-HSA-419771
OPN3,associatedWith,R-HSA-419771
OPN4,associatedWith,R-HSA-419771
OPN5,associatedWith,R-HSA-419771
RGR,associatedWith,R-HSA-419771
RHO,associatedWith,R-HSA-419771
RRH,associatedWith,R-HSA-419771
ADM,associatedWith,R-HSA-419812
ADM2,associatedWith,R-HSA-419812
CALCA,associatedWith,R-HSA-419812
CALCB,associatedWith,R-HSA-419812
CALCR,associatedWith,R-HSA-419812
CALCRL,associatedWith,R-HSA-419812
IAPP,associatedWith,R-HSA-419812
RAMP1,associatedWith,R-HSA-419812
RAMP2,associatedWith,R-HSA-419812
RAMP3,associatedWith,R-HSA-419812
CLDN1,associatedWith,R-HSA-420029
CLDN10,associatedWith,R-HSA-420029
CLDN11,associatedWith,R-HSA-420029
CLDN12,associatedWith,R-HSA-420029
CLDN14,associatedWith,R-HSA-420029
CLDN15,associatedWith,R-HSA-420029
CLDN16,associatedWith,R-HSA-420029
CLDN17,associatedWith,R-HSA-420029
CLDN18,associatedWith,R-HSA-420029
CLDN19,associatedWith,R-HSA-420029
CLDN2,associatedWith,R-HSA-420029
CLDN20,associatedWith,R-HSA-420029
CLDN22,associatedWith,R-HSA-420029
CLDN23,associatedWith,R-HSA-420029
CLDN3,associatedWith,R-HSA-420029
CLDN4,associatedWith,R-HSA-420029
CLDN5,associatedWith,R-HSA-420029
CLDN6,associatedWith,R-HSA-420029
CLDN7,associatedWith,R-HSA-420029
CLDN8,associatedWith,R-HSA-420029
CLDN9,associatedWith,R-HSA-420029
CRB3,associatedWith,R-HSA-420029
F11R,associatedWith,R-HSA-420029
MPP5,associatedWith,R-HSA-420029
PARD3,associatedWith,R-HSA-420029
PARD6A,associatedWith,R-HSA-420029
PARD6B,associatedWith,R-HSA-420029
PARD6G,associatedWith,R-HSA-420029
PATJ,associatedWith,R-HSA-420029
PRKCI,associatedWith,R-HSA-420029
ADCYAP1,associatedWith,R-HSA-420092
ADCYAP1R1,associatedWith,R-HSA-420092
GCG,associatedWith,R-HSA-420092
GCGR,associatedWith,R-HSA-420092
GHRH,associatedWith,R-HSA-420092
GHRHR,associatedWith,R-HSA-420092
GIP,associatedWith,R-HSA-420092
GIPR,associatedWith,R-HSA-420092
GLP1R,associatedWith,R-HSA-420092
GLP2R,associatedWith,R-HSA-420092
GNAS,associatedWith,R-HSA-420092
GNB1,associatedWith,R-HSA-420092
GNB2,associatedWith,R-HSA-420092
GNB3,associatedWith,R-HSA-420092
GNB4,associatedWith,R-HSA-420092
GNB5,associatedWith,R-HSA-420092
GNG10,associatedWith,R-HSA-420092
GNG11,associatedWith,R-HSA-420092
GNG12,associatedWith,R-HSA-420092
GNG13,associatedWith,R-HSA-420092
GNG2,associatedWith,R-HSA-420092
GNG3,associatedWith,R-HSA-420092
GNG4,associatedWith,R-HSA-420092
GNG5,associatedWith,R-HSA-420092
GNG7,associatedWith,R-HSA-420092
GNG8,associatedWith,R-HSA-420092
GNGT1,associatedWith,R-HSA-420092
GNGT2,associatedWith,R-HSA-420092
SCT,associatedWith,R-HSA-420092
SCTR,associatedWith,R-HSA-420092
VIP,associatedWith,R-HSA-420092
VIPR1,associatedWith,R-HSA-420092
VIPR2,associatedWith,R-HSA-420092
CASR,associatedWith,R-HSA-420499
GABBR1,associatedWith,R-HSA-420499
GABBR2,associatedWith,R-HSA-420499
GPRC6A,associatedWith,R-HSA-420499
GRM1,associatedWith,R-HSA-420499
GRM2,associatedWith,R-HSA-420499
GRM3,associatedWith,R-HSA-420499
GRM4,associatedWith,R-HSA-420499
GRM5,associatedWith,R-HSA-420499
GRM6,associatedWith,R-HSA-420499
GRM7,associatedWith,R-HSA-420499
GRM8,associatedWith,R-HSA-420499
TAS1R1,associatedWith,R-HSA-420499
TAS1R2,associatedWith,R-HSA-420499
TAS1R3,associatedWith,R-HSA-420499
TAS2R1,associatedWith,R-HSA-420499
TAS2R10,associatedWith,R-HSA-420499
TAS2R13,associatedWith,R-HSA-420499
TAS2R14,associatedWith,R-HSA-420499
TAS2R16,associatedWith,R-HSA-420499
TAS2R19,associatedWith,R-HSA-420499
TAS2R20,associatedWith,R-HSA-420499
TAS2R3,associatedWith,R-HSA-420499
TAS2R30,associatedWith,R-HSA-420499
TAS2R31,associatedWith,R-HSA-420499
TAS2R38,associatedWith,R-HSA-420499
TAS2R39,associatedWith,R-HSA-420499
TAS2R4,associatedWith,R-HSA-420499
TAS2R40,associatedWith,R-HSA-420499
TAS2R41,associatedWith,R-HSA-420499
TAS2R42,associatedWith,R-HSA-420499
TAS2R43,associatedWith,R-HSA-420499
TAS2R45,associatedWith,R-HSA-420499
TAS2R46,associatedWith,R-HSA-420499
TAS2R5,associatedWith,R-HSA-420499
TAS2R50,associatedWith,R-HSA-420499
TAS2R60,associatedWith,R-HSA-420499
TAS2R7,associatedWith,R-HSA-420499
TAS2R8,associatedWith,R-HSA-420499
TAS2R9,associatedWith,R-HSA-420499
CADM1,associatedWith,R-HSA-420597
CADM3,associatedWith,R-HSA-420597
NECTIN1,associatedWith,R-HSA-420597
NECTIN2,associatedWith,R-HSA-420597
NECTIN3,associatedWith,R-HSA-420597
NECTIN4,associatedWith,R-HSA-420597
PVR,associatedWith,R-HSA-420597
ACHE,associatedWith,R-HSA-422085
BCHE,associatedWith,R-HSA-422085
CRHR2,associatedWith,R-HSA-422085
GCG,associatedWith,R-HSA-422085
GH1,associatedWith,R-HSA-422085
GHRL,associatedWith,R-HSA-422085
IGF1,associatedWith,R-HSA-422085
INS,associatedWith,R-HSA-422085
KLF4,associatedWith,R-HSA-422085
LEP,associatedWith,R-HSA-422085
MBOAT4,associatedWith,R-HSA-422085
PCSK1,associatedWith,R-HSA-422085
PLA2G7,associatedWith,R-HSA-422085
SEC11A,associatedWith,R-HSA-422085
SEC11C,associatedWith,R-HSA-422085
SPCS1,associatedWith,R-HSA-422085
SPCS2,associatedWith,R-HSA-422085
SPCS3,associatedWith,R-HSA-422085
UCN,associatedWith,R-HSA-422085
ABCC8,associatedWith,R-HSA-422356
AHCYL1,associatedWith,R-HSA-422356
CACNA1A,associatedWith,R-HSA-422356
CACNA1C,associatedWith,R-HSA-422356
CACNA1D,associatedWith,R-HSA-422356
CACNA1E,associatedWith,R-HSA-422356
CACNA2D2,associatedWith,R-HSA-422356
CACNB2,associatedWith,R-HSA-422356
CACNB3,associatedWith,R-HSA-422356
GNAI1,associatedWith,R-HSA-422356
GNAI2,associatedWith,R-HSA-422356
INS,associatedWith,R-HSA-422356
ITPR1,associatedWith,R-HSA-422356
ITPR2,associatedWith,R-HSA-422356
ITPR3,associatedWith,R-HSA-422356
KCNJ11,associatedWith,R-HSA-422356
PRKACA,associatedWith,R-HSA-422356
PRKACB,associatedWith,R-HSA-422356
PRKACG,associatedWith,R-HSA-422356
RAPGEF3,associatedWith,R-HSA-422356
RAPGEF4,associatedWith,R-HSA-422356
SLC2A1,associatedWith,R-HSA-422356
SLC2A2,associatedWith,R-HSA-422356
SNAP25,associatedWith,R-HSA-422356
STX1A,associatedWith,R-HSA-422356
STXBP1,associatedWith,R-HSA-422356
SYT5,associatedWith,R-HSA-422356
VAMP2,associatedWith,R-HSA-422356
SLC10A6,associatedWith,R-HSA-425366
SLC14A1,associatedWith,R-HSA-425366
SLC14A2,associatedWith,R-HSA-425366
SLC44A1,associatedWith,R-HSA-425366
SLC44A2,associatedWith,R-HSA-425366
SLC44A3,associatedWith,R-HSA-425366
SLC44A4,associatedWith,R-HSA-425366
SLC44A5,associatedWith,R-HSA-425366
SLC47A1,associatedWith,R-HSA-425366
SLC47A2,associatedWith,R-HSA-425366
SLC5A7,associatedWith,R-HSA-425366
AHCYL2,associatedWith,R-HSA-425381
SLC4A1,associatedWith,R-HSA-425381
SLC4A10,associatedWith,R-HSA-425381
SLC4A2,associatedWith,R-HSA-425381
SLC4A3,associatedWith,R-HSA-425381
SLC4A4,associatedWith,R-HSA-425381
SLC4A5,associatedWith,R-HSA-425381
SLC4A7,associatedWith,R-HSA-425381
SLC4A8,associatedWith,R-HSA-425381
SLC4A9,associatedWith,R-HSA-425381
CTNS,associatedWith,R-HSA-425393
SLC1A1,associatedWith,R-HSA-425393
SLC1A2,associatedWith,R-HSA-425393
SLC1A3,associatedWith,R-HSA-425393
SLC1A6,associatedWith,R-HSA-425393
SLC1A7,associatedWith,R-HSA-425393
SLC25A26,associatedWith,R-HSA-425393
SLC32A1,associatedWith,R-HSA-425393
PDZD11,associatedWith,R-HSA-425397
SLC33A1,associatedWith,R-HSA-425397
SLC5A6,associatedWith,R-HSA-425397
CP,associatedWith,R-HSA-425410
HEPH,associatedWith,R-HSA-425410
SLC11A1,associatedWith,R-HSA-425410
SLC11A2,associatedWith,R-HSA-425410
SLC30A10,associatedWith,R-HSA-425410
SLC31A1,associatedWith,R-HSA-425410
SLC40A1,associatedWith,R-HSA-425410
SLC41A1,associatedWith,R-HSA-425410
SLC41A2,associatedWith,R-HSA-425410
CALM1,associatedWith,R-HSA-425561
SLC24A1,associatedWith,R-HSA-425561
SLC24A2,associatedWith,R-HSA-425561
SLC24A3,associatedWith,R-HSA-425561
SLC24A4,associatedWith,R-HSA-425561
SLC24A5,associatedWith,R-HSA-425561
SLC8A1,associatedWith,R-HSA-425561
SLC8A2,associatedWith,R-HSA-425561
SLC8A3,associatedWith,R-HSA-425561
SLC8B1,associatedWith,R-HSA-425561
SRI,associatedWith,R-HSA-425561
SLC9A1,associatedWith,R-HSA-425986
SLC9A2,associatedWith,R-HSA-425986
SLC9A3,associatedWith,R-HSA-425986
SLC9A4,associatedWith,R-HSA-425986
SLC9A5,associatedWith,R-HSA-425986
SLC9A6,associatedWith,R-HSA-425986
SLC9A7,associatedWith,R-HSA-425986
SLC9A8,associatedWith,R-HSA-425986
SLC9A9,associatedWith,R-HSA-425986
ABHD12,associatedWith,R-HSA-426048
ABHD6,associatedWith,R-HSA-426048
DAGLA,associatedWith,R-HSA-426048
DAGLB,associatedWith,R-HSA-426048
MGLL,associatedWith,R-HSA-426048
SLC12A1,associatedWith,R-HSA-426117
SLC12A2,associatedWith,R-HSA-426117
SLC12A3,associatedWith,R-HSA-426117
SLC12A4,associatedWith,R-HSA-426117
SLC12A5,associatedWith,R-HSA-426117
SLC12A6,associatedWith,R-HSA-426117
SLC12A7,associatedWith,R-HSA-426117
AGO1,associatedWith,R-HSA-426486
AGO2,associatedWith,R-HSA-426486
AGO3,associatedWith,R-HSA-426486
AGO4,associatedWith,R-HSA-426486
DICER1,associatedWith,R-HSA-426486
PRKRA,associatedWith,R-HSA-426486
TARBP2,associatedWith,R-HSA-426486
TSN,associatedWith,R-HSA-426486
TSNAX,associatedWith,R-HSA-426486
AGO1,associatedWith,R-HSA-426496
AGO2,associatedWith,R-HSA-426496
AGO3,associatedWith,R-HSA-426496
AGO4,associatedWith,R-HSA-426496
TNRC6A,associatedWith,R-HSA-426496
TNRC6B,associatedWith,R-HSA-426496
TNRC6C,associatedWith,R-HSA-426496
H2AFB1,associatedWith,R-HSA-427359
H2AFJ,associatedWith,R-HSA-427359
H2AFV,associatedWith,R-HSA-427359
H2AFX,associatedWith,R-HSA-427359
H2AFZ,associatedWith,R-HSA-427359
H2BFS,associatedWith,R-HSA-427359
H3F3A,associatedWith,R-HSA-427359
H3F3B,associatedWith,R-HSA-427359
HIST1H2AB,associatedWith,R-HSA-427359
HIST1H2AC,associatedWith,R-HSA-427359
HIST1H2AD,associatedWith,R-HSA-427359
HIST1H2AE,associatedWith,R-HSA-427359
HIST1H2AJ,associatedWith,R-HSA-427359
HIST1H2BA,associatedWith,R-HSA-427359
HIST1H2BB,associatedWith,R-HSA-427359
HIST1H2BC,associatedWith,R-HSA-427359
HIST1H2BD,associatedWith,R-HSA-427359
HIST1H2BE,associatedWith,R-HSA-427359
HIST1H2BF,associatedWith,R-HSA-427359
HIST1H2BG,associatedWith,R-HSA-427359
HIST1H2BH,associatedWith,R-HSA-427359
HIST1H2BI,associatedWith,R-HSA-427359
HIST1H2BJ,associatedWith,R-HSA-427359
HIST1H2BK,associatedWith,R-HSA-427359
HIST1H2BL,associatedWith,R-HSA-427359
HIST1H2BM,associatedWith,R-HSA-427359
HIST1H2BN,associatedWith,R-HSA-427359
HIST1H2BO,associatedWith,R-HSA-427359
HIST1H3A,associatedWith,R-HSA-427359
HIST1H3B,associatedWith,R-HSA-427359
HIST1H3C,associatedWith,R-HSA-427359
HIST1H3D,associatedWith,R-HSA-427359
HIST1H3E,associatedWith,R-HSA-427359
HIST1H3F,associatedWith,R-HSA-427359
HIST1H3G,associatedWith,R-HSA-427359
HIST1H3H,associatedWith,R-HSA-427359
HIST1H3I,associatedWith,R-HSA-427359
HIST1H3J,associatedWith,R-HSA-427359
HIST1H4A,associatedWith,R-HSA-427359
HIST1H4B,associatedWith,R-HSA-427359
HIST1H4C,associatedWith,R-HSA-427359
HIST1H4D,associatedWith,R-HSA-427359
HIST1H4E,associatedWith,R-HSA-427359
HIST1H4F,associatedWith,R-HSA-427359
HIST1H4H,associatedWith,R-HSA-427359
HIST1H4I,associatedWith,R-HSA-427359
HIST1H4J,associatedWith,R-HSA-427359
HIST1H4K,associatedWith,R-HSA-427359
HIST1H4L,associatedWith,R-HSA-427359
HIST2H2AA3,associatedWith,R-HSA-427359
HIST2H2AA4,associatedWith,R-HSA-427359
HIST2H2AC,associatedWith,R-HSA-427359
HIST2H2BE,associatedWith,R-HSA-427359
HIST2H3A,associatedWith,R-HSA-427359
HIST2H3C,associatedWith,R-HSA-427359
HIST2H3D,associatedWith,R-HSA-427359
HIST2H4A,associatedWith,R-HSA-427359
HIST2H4B,associatedWith,R-HSA-427359
HIST3H2BB,associatedWith,R-HSA-427359
HIST4H4,associatedWith,R-HSA-427359
RRP8,associatedWith,R-HSA-427359
SIRT1,associatedWith,R-HSA-427359
SUV39H1,associatedWith,R-HSA-427359
TAF1A,associatedWith,R-HSA-427359
TAF1B,associatedWith,R-HSA-427359
TAF1C,associatedWith,R-HSA-427359
TAF1D,associatedWith,R-HSA-427359
TBP,associatedWith,R-HSA-427359
CBX3,associatedWith,R-HSA-427389
CHD3,associatedWith,R-HSA-427389
CHD4,associatedWith,R-HSA-427389
EHMT2,associatedWith,R-HSA-427389
ERCC6,associatedWith,R-HSA-427389
GATAD2A,associatedWith,R-HSA-427389
GATAD2B,associatedWith,R-HSA-427389
H2AFB1,associatedWith,R-HSA-427389
H2AFJ,associatedWith,R-HSA-427389
H2AFV,associatedWith,R-HSA-427389
H2AFX,associatedWith,R-HSA-427389
H2AFZ,associatedWith,R-HSA-427389
H2BFS,associatedWith,R-HSA-427389
H3F3A,associatedWith,R-HSA-427389
H3F3B,associatedWith,R-HSA-427389
HDAC1,associatedWith,R-HSA-427389
HDAC2,associatedWith,R-HSA-427389
HIST1H2AB,associatedWith,R-HSA-427389
HIST1H2AC,associatedWith,R-HSA-427389
HIST1H2AD,associatedWith,R-HSA-427389
HIST1H2AE,associatedWith,R-HSA-427389
HIST1H2AJ,associatedWith,R-HSA-427389
HIST1H2BA,associatedWith,R-HSA-427389
HIST1H2BB,associatedWith,R-HSA-427389
HIST1H2BC,associatedWith,R-HSA-427389
HIST1H2BD,associatedWith,R-HSA-427389
HIST1H2BE,associatedWith,R-HSA-427389
HIST1H2BF,associatedWith,R-HSA-427389
HIST1H2BG,associatedWith,R-HSA-427389
HIST1H2BH,associatedWith,R-HSA-427389
HIST1H2BI,associatedWith,R-HSA-427389
HIST1H2BJ,associatedWith,R-HSA-427389
HIST1H2BK,associatedWith,R-HSA-427389
HIST1H2BL,associatedWith,R-HSA-427389
HIST1H2BM,associatedWith,R-HSA-427389
HIST1H2BN,associatedWith,R-HSA-427389
HIST1H2BO,associatedWith,R-HSA-427389
HIST1H3A,associatedWith,R-HSA-427389
HIST1H3B,associatedWith,R-HSA-427389
HIST1H3C,associatedWith,R-HSA-427389
HIST1H3D,associatedWith,R-HSA-427389
HIST1H3E,associatedWith,R-HSA-427389
HIST1H3F,associatedWith,R-HSA-427389
HIST1H3G,associatedWith,R-HSA-427389
HIST1H3H,associatedWith,R-HSA-427389
HIST1H3I,associatedWith,R-HSA-427389
HIST1H3J,associatedWith,R-HSA-427389
HIST1H4A,associatedWith,R-HSA-427389
HIST1H4B,associatedWith,R-HSA-427389
HIST1H4C,associatedWith,R-HSA-427389
HIST1H4D,associatedWith,R-HSA-427389
HIST1H4E,associatedWith,R-HSA-427389
HIST1H4F,associatedWith,R-HSA-427389
HIST1H4H,associatedWith,R-HSA-427389
HIST1H4I,associatedWith,R-HSA-427389
HIST1H4J,associatedWith,R-HSA-427389
HIST1H4K,associatedWith,R-HSA-427389
HIST1H4L,associatedWith,R-HSA-427389
HIST2H2AA3,associatedWith,R-HSA-427389
HIST2H2AA4,associatedWith,R-HSA-427389
HIST2H2AC,associatedWith,R-HSA-427389
HIST2H2BE,associatedWith,R-HSA-427389
HIST2H3A,associatedWith,R-HSA-427389
HIST2H3C,associatedWith,R-HSA-427389
HIST2H3D,associatedWith,R-HSA-427389
HIST2H4A,associatedWith,R-HSA-427389
HIST2H4B,associatedWith,R-HSA-427389
HIST3H2BB,associatedWith,R-HSA-427389
HIST4H4,associatedWith,R-HSA-427389
MBD3,associatedWith,R-HSA-427389
MTA1,associatedWith,R-HSA-427389
MTA2,associatedWith,R-HSA-427389
MTA3,associatedWith,R-HSA-427389
RBBP4,associatedWith,R-HSA-427389
RBBP7,associatedWith,R-HSA-427389
TTF1,associatedWith,R-HSA-427389
ARID4B,associatedWith,R-HSA-427413
BAZ2A,associatedWith,R-HSA-427413
CCNH,associatedWith,R-HSA-427413
CD3EAP,associatedWith,R-HSA-427413
CDK7,associatedWith,R-HSA-427413
DNMT1,associatedWith,R-HSA-427413
DNMT3B,associatedWith,R-HSA-427413
ERCC2,associatedWith,R-HSA-427413
ERCC3,associatedWith,R-HSA-427413
GTF2H1,associatedWith,R-HSA-427413
GTF2H2,associatedWith,R-HSA-427413
GTF2H3,associatedWith,R-HSA-427413
GTF2H4,associatedWith,R-HSA-427413
GTF2H5,associatedWith,R-HSA-427413
H2AFB1,associatedWith,R-HSA-427413
H2AFJ,associatedWith,R-HSA-427413
H2AFV,associatedWith,R-HSA-427413
H2AFX,associatedWith,R-HSA-427413
H2AFZ,associatedWith,R-HSA-427413
H2BFS,associatedWith,R-HSA-427413
H3F3A,associatedWith,R-HSA-427413
H3F3B,associatedWith,R-HSA-427413
HDAC1,associatedWith,R-HSA-427413
HDAC2,associatedWith,R-HSA-427413
HIST1H2AB,associatedWith,R-HSA-427413
HIST1H2AC,associatedWith,R-HSA-427413
HIST1H2AD,associatedWith,R-HSA-427413
HIST1H2AE,associatedWith,R-HSA-427413
HIST1H2AJ,associatedWith,R-HSA-427413
HIST1H2BA,associatedWith,R-HSA-427413
HIST1H2BB,associatedWith,R-HSA-427413
HIST1H2BC,associatedWith,R-HSA-427413
HIST1H2BD,associatedWith,R-HSA-427413
HIST1H2BE,associatedWith,R-HSA-427413
HIST1H2BF,associatedWith,R-HSA-427413
HIST1H2BG,associatedWith,R-HSA-427413
HIST1H2BH,associatedWith,R-HSA-427413
HIST1H2BI,associatedWith,R-HSA-427413
HIST1H2BJ,associatedWith,R-HSA-427413
HIST1H2BK,associatedWith,R-HSA-427413
HIST1H2BL,associatedWith,R-HSA-427413
HIST1H2BM,associatedWith,R-HSA-427413
HIST1H2BN,associatedWith,R-HSA-427413
HIST1H2BO,associatedWith,R-HSA-427413
HIST1H3A,associatedWith,R-HSA-427413
HIST1H3B,associatedWith,R-HSA-427413
HIST1H3C,associatedWith,R-HSA-427413
HIST1H3D,associatedWith,R-HSA-427413
HIST1H3E,associatedWith,R-HSA-427413
HIST1H3F,associatedWith,R-HSA-427413
HIST1H3G,associatedWith,R-HSA-427413
HIST1H3H,associatedWith,R-HSA-427413
HIST1H3I,associatedWith,R-HSA-427413
HIST1H3J,associatedWith,R-HSA-427413
HIST1H4A,associatedWith,R-HSA-427413
HIST1H4B,associatedWith,R-HSA-427413
HIST1H4C,associatedWith,R-HSA-427413
HIST1H4D,associatedWith,R-HSA-427413
HIST1H4E,associatedWith,R-HSA-427413
HIST1H4F,associatedWith,R-HSA-427413
HIST1H4H,associatedWith,R-HSA-427413
HIST1H4I,associatedWith,R-HSA-427413
HIST1H4J,associatedWith,R-HSA-427413
HIST1H4K,associatedWith,R-HSA-427413
HIST1H4L,associatedWith,R-HSA-427413
HIST2H2AA3,associatedWith,R-HSA-427413
HIST2H2AA4,associatedWith,R-HSA-427413
HIST2H2AC,associatedWith,R-HSA-427413
HIST2H2BE,associatedWith,R-HSA-427413
HIST2H3A,associatedWith,R-HSA-427413
HIST2H3C,associatedWith,R-HSA-427413
HIST2H3D,associatedWith,R-HSA-427413
HIST2H4A,associatedWith,R-HSA-427413
HIST2H4B,associatedWith,R-HSA-427413
HIST3H2BB,associatedWith,R-HSA-427413
HIST4H4,associatedWith,R-HSA-427413
MBD2,associatedWith,R-HSA-427413
MNAT1,associatedWith,R-HSA-427413
POLR1A,associatedWith,R-HSA-427413
POLR1B,associatedWith,R-HSA-427413
